Field ID,Field Mnemonic,Data License Category,Field Type
RK223,REC_SIDE_GRID_POINT_DELTA_6Y,Derived Data,Real
RK224,REC_SIDE_GRID_POINT_DELTA_7Y,Derived Data,Real
RK225,REC_SIDE_GRID_POINT_DELTA_8Y,Derived Data,Real
RK226,REC_SIDE_GRID_POINT_DELTA_9Y,Derived Data,Real
RK227,REC_SIDE_GRID_POINT_DELTA_10Y,Derived Data,Real
RK228,REC_SIDE_GRID_POINT_DELTA_15Y,Derived Data,Real
RK229,REC_SIDE_GRID_POINT_DELTA_20Y,Derived Data,Real
RK230,REC_SIDE_GRID_POINT_DELTA_25Y,Derived Data,Real
RK231,REC_SIDE_GRID_POINT_DELTA_30Y,Derived Data,Real
RK232,KEY_RATE_RISK_3M,Derived Data,Real
RK233,KEY_RATE_RISK_6M,Derived Data,Real
RK234,KEY_RATE_RISK_9M,Derived Data,Real
RK235,KEY_RATE_RISK_1Y,Derived Data,Real
RK236,KEY_RATE_RISK_2Y,Derived Data,Real
RK237,KEY_RATE_RISK_3Y,Derived Data,Real
RK238,KEY_RATE_RISK_4Y,Derived Data,Real
RK239,KEY_RATE_RISK_5Y,Derived Data,Real
RK240,KEY_RATE_RISK_6Y,Derived Data,Real
RK241,KEY_RATE_RISK_7Y,Derived Data,Real
RK242,KEY_RATE_RISK_8Y,Derived Data,Real
RK243,KEY_RATE_RISK_9Y,Derived Data,Real
RK244,KEY_RATE_RISK_10Y,Derived Data,Real
RK245,KEY_RATE_RISK_11Y,Derived Data,Real
RK246,KEY_RATE_RISK_12Y,Derived Data,Real
RK247,KEY_RATE_RISK_15Y,Derived Data,Real
RK248,KEY_RATE_RISK_20Y,Derived Data,Real
RK249,KEY_RATE_RISK_25Y,Derived Data,Real
RK250,KEY_RATE_RISK_30Y,Derived Data,Real
RK251,PAY_SIDE_KEY_RATE_RISK_3M,Derived Data,Real
RK252,PAY_SIDE_KEY_RATE_RISK_6M,Derived Data,Real
RK253,PAY_SIDE_KEY_RATE_RISK_9M,Derived Data,Real
RK254,PAY_SIDE_KEY_RATE_RISK_1Y,Derived Data,Real
RK255,PAY_SIDE_KEY_RATE_RISK_2Y,Derived Data,Real
RK256,PAY_SIDE_KEY_RATE_RISK_3Y,Derived Data,Real
RK257,PAY_SIDE_KEY_RATE_RISK_4Y,Derived Data,Real
RK258,PAY_SIDE_KEY_RATE_RISK_5Y,Derived Data,Real
RK259,PAY_SIDE_KEY_RATE_RISK_6Y,Derived Data,Real
RK260,PAY_SIDE_KEY_RATE_RISK_7Y,Derived Data,Real
RK261,PAY_SIDE_KEY_RATE_RISK_8Y,Derived Data,Real
RK262,PAY_SIDE_KEY_RATE_RISK_9Y,Derived Data,Real
RK263,PAY_SIDE_KEY_RATE_RISK_10Y,Derived Data,Real
RK264,PAY_SIDE_KEY_RATE_RISK_11Y,Derived Data,Real
RK265,PAY_SIDE_KEY_RATE_RISK_12Y,Derived Data,Real
RK266,PAY_SIDE_KEY_RATE_RISK_15Y,Derived Data,Real
RK267,PAY_SIDE_KEY_RATE_RISK_20Y,Derived Data,Real
RK268,PAY_SIDE_KEY_RATE_RISK_25Y,Derived Data,Real
RK269,PAY_SIDE_KEY_RATE_RISK_30Y,Derived Data,Real
RK270,RCV_SIDE_KEY_RATE_RISK_3M,Derived Data,Real
RK271,RCV_SIDE_KEY_RATE_RISK_6M,Derived Data,Real
RK272,RCV_SIDE_KEY_RATE_RISK_9M,Derived Data,Real
RK273,RCV_SIDE_KEY_RATE_RISK_1Y,Derived Data,Real
RK274,RCV_SIDE_KEY_RATE_RISK_2Y,Derived Data,Real
RK275,RCV_SIDE_KEY_RATE_RISK_3Y,Derived Data,Real
RK276,RCV_SIDE_KEY_RATE_RISK_4Y,Derived Data,Real
RK277,RCV_SIDE_KEY_RATE_RISK_5Y,Derived Data,Real
RK278,RCV_SIDE_KEY_RATE_RISK_6Y,Derived Data,Real
RK279,RCV_SIDE_KEY_RATE_RISK_7Y,Derived Data,Real
RK280,RCV_SIDE_KEY_RATE_RISK_8Y,Derived Data,Real
RK281,RCV_SIDE_KEY_RATE_RISK_9Y,Derived Data,Real
RK282,RCV_SIDE_KEY_RATE_RISK_10Y,Derived Data,Real
RK283,RCV_SIDE_KEY_RATE_RISK_11Y,Derived Data,Real
RK284,RCV_SIDE_KEY_RATE_RISK_12Y,Derived Data,Real
RK285,RCV_SIDE_KEY_RATE_RISK_15Y,Derived Data,Real
RK286,RCV_SIDE_KEY_RATE_RISK_20Y,Derived Data,Real
RK287,RCV_SIDE_KEY_RATE_RISK_25Y,Derived Data,Real
RK288,RCV_SIDE_KEY_RATE_RISK_30Y,Derived Data,Real
RK289,VOLATILITY_10D_CALC,Derived Data,Real
RK290,FX_SPOT_RISK,Derived Data,Real
RK291,OAS_CURVE_DT,Security Master,Date
RK292,AOAS_CURVE_DT,Security Master,Date
RK293,3MO_CALL_IMP_VOL,Derived Data,Real
RK294,6MO_CALL_IMP_VOL,Derived Data,Real
RK295,12MO_CALL_IMP_VOL,Derived Data,Real
RK296,18MO_CALL_IMP_VOL,Derived Data,Real
RK297,24MO_CALL_IMP_VOL,Derived Data,Real
RK298,3MO_PUT_IMP_VOL,Derived Data,Real
RK299,6MO_PUT_IMP_VOL,Derived Data,Real
RK300,12MO_PUT_IMP_VOL,Derived Data,Real
RK301,18MO_PUT_IMP_VOL,Derived Data,Real
RK302,24MO_PUT_IMP_VOL,Derived Data,Real
RK303,MTG_YLD_SPRD_CURVE,Security Master,Character
RK304,RISK_MTY_BID,Derived Data,Real
RK305,RISK_MTY_MID,Derived Data,Real
RK306,RISK_MTY_ASK,Derived Data,Real
RK307,DOLLAR_VALUE_PER_BP_MTY_BID,Derived Data,Real
RK308,DOLLAR_VALUE_PER_BP_MTY_MID,Derived Data,Real
RK309,DOLLAR_VALUE_PER_BP_MTY_ASK,Derived Data,Real
RK310,SP_VOL_SURF_BID,Derived Data,Real
RK311,SP_VOL_SURF_MID,Derived Data,Real
RK312,SP_VOL_SURF_ASK,Derived Data,Real
RK313,SP_VOL_SURF_SPREAD,Derived Data,Real
RK314,VOL_SURF_DELTA_OVR,User Entered Info.,Real
RK315,VOL_SURF_EXPIRY_OVR,User Entered Info.,Date
RK316,VOL_SURF_MTY_OVR,User Entered Info.,Character
RK317,VOL_SURF_CALLPUT_OVR,User Entered Info.,Character
RK318,VOL_SURF_STRIKE_OVR,User Entered Info.,Real
RK323,CALL_IMP_VOL_10D,Derived Data,Real
RK324,CALL_IMP_VOL_30D,Derived Data,Real
RK325,CALL_IMP_VOL_60D,Derived Data,Real
RK326,PUT_IMP_VOL_10D,Derived Data,Real
RK327,PUT_IMP_VOL_30D,Derived Data,Real
RK328,PUT_IMP_VOL_60D,Derived Data,Real
RK329,VOL_SURF_CALLS_PUTS_DELTAS_ISO,Security Master,Character
RK338,EQY_BETA_6M,Derived Data,Real
RK339,EQY_ALPHA_6M,Derived Data,Real
RK340,EQY_BETA_STD_DEV_ERR_6M,Derived Data,Real
RK341,EQY_RAW_BETA_6M,Derived Data,Real
RK342,VOLATILITY_180D_CALC,Derived Data,Real
RK343,VOLATILITY_200D_CALC,Derived Data,Real
RK344,VOLATILITY_260D_CALC,Derived Data,Real
RK345,VOLATILITY_360D_CALC,Derived Data,Real
RK348,RISK_BID_CURRENCY_1,Derived Data,Real
RK349,RISK_MID_CURRENCY_1,Derived Data,Real
RK350,RISK_ASK_CURRENCY_1,Derived Data,Real
RK351,PV01_BID_CURRENCY_1,Derived Data,Real
RK352,PV01_MID_CURRENCY_1,Derived Data,Real
RK353,PV01_ASK_CURRENCY_1,Derived Data,Real
RK354,DISCOUNT_FACTOR_BID_CURRENCY_1,Derived Data,Real
RK355,DISCOUNT_FACTOR_MID_CURRENCY_1,Derived Data,Real
RK356,DISCOUNT_FACTOR_ASK_CURRENCY_1,Derived Data,Real
RK357,DISCOUNT_FACTOR_BID_CURRENCY_2,Derived Data,Real
RK358,DISCOUNT_FACTOR_MID_CURRENCY_2,Derived Data,Real
RK359,DISCOUNT_FACTOR_ASK_CURRENCY_2,Derived Data,Real
RK370,MTG_JSDA_WAL,Derived Data,Real
RK371,MTG_JSDA_WAL_U50,Derived Data,Real
RK372,MTG_JSDA_WAL_U100,Derived Data,Real
RK373,MTG_JSDA_WAL_U200,Derived Data,Real
RK374,MTG_JSDA_WAL_U300,Derived Data,Real
RK375,MTG_JSDA_WAL_D50,Derived Data,Real
RK376,MTG_JSDA_WAL_D100,Derived Data,Real
RK377,MTG_JSDA_WAL_D200,Derived Data,Real
RK378,MTG_JSDA_WAL_D300,Derived Data,Real
RK379,MTG_JSDM_WAL,Derived Data,Real
RK380,MTG_JSDM_WAL_U50,Derived Data,Real
RK381,MTG_JSDM_WAL_U100,Derived Data,Real
RK382,MTG_JSDM_WAL_U200,Derived Data,Real
RK383,MTG_JSDM_WAL_U300,Derived Data,Real
RK384,MTG_JSDM_WAL_D50,Derived Data,Real
RK385,MTG_JSDM_WAL_D100,Derived Data,Real
RK386,MTG_JSDM_WAL_D200,Derived Data,Real
RK387,MTG_JSDM_WAL_D300,Derived Data,Real
RK390,EQY_BETA_OVERRIDE_START_DT,Derived Data,Date
RK391,EQY_BETA_OVERRIDE_END_DT,Derived Data,Date
RK392,EQY_BETA_OVERRIDE_REL_INDEX,Derived Data,Character
RK393,EQY_BETA_OVERRIDE_PERIOD,Derived Data,Character
RK394,EQY_BETA_ADJ_OVERRIDABLE,Derived Data,Real
RK395,EQY_BETA_RAW_OVERRIDABLE,Derived Data,Real
RK396,EQY_ALPHA_OVERRIDABLE,Derived Data,Real
RK397,EQY_CORR_COEF,Derived Data,Real
RK398,EQY_COEF_DETER_R_SQUARED,Derived Data,Real
RK399,EQY_STD_DEV_ERR_OVERRIDABLE,Derived Data,Real
RK400,EQY_BETA_STD_DEV_ERR_OVERRIDABLE,Derived Data,Real
RK401,EQY_BETA_POINTS,Derived Data,Integer
RK402,EQY_BETA_T_TEST,Derived Data,Real
RK407,VOLATILITY_MODEL,Derived Data,Integer
RK408,CALENDAR_CONVENTION,Derived Data,Integer
RK409,VOLATILITY_20D,Derived Data,Real
RK410,VOLATILITY_120D,Derived Data,Real
RK411,VOLATILITY_150D,Derived Data,Real
RK414,INFLATION_ADJ_RISK_BID,Derived Data,Real
RK415,INFLATION_ADJ_RISK_MID,Derived Data,Real
RK416,INFLATION_ADJ_RISK_ASK,Derived Data,Real
RK417,IVOL_CALL_3M_MOV_AVG_30D_HIST,Derived Data,Real
RK418,IVOL_CALL_6M_MOV_AVG_30D_HIST,Derived Data,Real
RK419,IVOL_CALL_12M_MOV_AVG_30D_HIST,Derived Data,Real
RK420,IVOL_PUT_3M_MOV_AVG_30D_HIST,Derived Data,Real
RK421,IVOL_PUT_6M_MOV_AVG_30D_HIST,Derived Data,Real
RK422,IVOL_PUT_12M_MOV_AVG_30D_HIST,Derived Data,Real
RK449,OAS_INT_RT_MODEL,Derived Data,Integer
RK474,RELATIVE_STRENGTH_RATIO,Derived Data,Real
RK500,RISK_MEASURES_TIME_FRAME,Derived Data,Integer
RK501,MAXIMUM_TOTAL_RETURN,Derived Data,Real
RK502,MINIMUM_TOTAL_RETURN,Derived Data,Real
RK503,PCT_PERIODS_UP,Derived Data,Real
RK504,PCT_PERIODS_DOWN,Derived Data,Real
RK505,PCT_COHERENT_PERIODS,Derived Data,Real
RK506,PCT_INCOHERENT_PERIODS,Derived Data,Real
RK507,MAXIMUM_DRAWDOWN_PCT,Derived Data,Real
RK508,MAXIMUM_DRAWDOWN_LENGTH,Derived Data,Real
RK509,MAXIMUM_DRAWDOWN_RECOVERY,Derived Data,Real
RK510,MAXIMUM_DRAWDOWN_PEAK_DT,Derived Data,Date
RK511,MAXIMUM_DRAWDOWN_VALLEY_DT,Derived Data,Date
RK512,RETURN_SHARPE_RATIO,Derived Data,Real
RK513,RETURN_VOLATILITY,Derived Data,Real
RK514,SORTINO_RATIO,Derived Data,Real
RK515,DOWNSIDE_RISK,Derived Data,Real
RK516,TOTAL_RETURN_SEMIVARIANCE,Derived Data,Real
RK517,TOTAL_RETURN_SKEWNESS,Derived Data,Real
RK518,TOTAL_RETURN_KURTOSIS,Derived Data,Real
RK519,TREYNOR_MEASURE,Derived Data,Real
RK520,RETURN_R_SQUARED,Derived Data,Real
RK521,EXCESS_RETURN,Derived Data,Real
RK522,TRACKING_ERROR,Derived Data,Real
RK523,INFORMATION_RATIO,Derived Data,Real
RK524,RETURN_ALPHA,Derived Data,Real
RK525,RETURN_BETA,Derived Data,Real
RK526,TOTAL_RETURN_CORRELATION,Derived Data,Real
RK527,SP_VOL_SURF_BID_STATUS,Derived Data,Character
RK528,SP_VOL_SURF_ASK_STATUS,Derived Data,Character
RK529,SP_VOL_SURF_MID_STATUS,Derived Data,Character
RK530,SP_VOL_SURF_SPREAD_STATUS,Derived Data,Character
RK600,IVOL_SURFACE_STRIKE,Derived Data,Bulk Format
RK601,IVOL_SURFACE_DELTA,Derived Data,Bulk Format
RK602,IVOL_STRIKE_RANGE,Derived Data,Character
RK603,IVOL_TIME_RANGE,Derived Data,Character
RK604,IVOL_PRICE_CHOICE,Derived Data,Character
RK605,IVOL_MODEL,Derived Data,Character
RK606,IVOL_PUT_CALL,Derived Data,Character
RK607,IVOL_SURFACE_SIGMA,Derived Data,Bulk Format
RK608,IVOL_SURFACE_MONEYNESS,Derived Data,Bulk Format
RK609,IVOL_SURFACE_STRIKE_EXTENDED,Derived Data,Bulk Format
RK611,IVOL_SURFACES_MKT_TYP_OVERRIDE,User Entered Info.,Character
RK612,BID_TRADED_MARGIN_RISK,Derived Data,Real
RK613,MID_TRADED_MARGIN_RISK,Derived Data,Real
RK614,ASK_TRADED_MARGIN_RISK,Derived Data,Real
RK703,VOL_CURRENCY_ISO_PAIR,Security Master,Character
RK704,VOL_MARKET_TYPE,Security Master,Character
RK705,VOL_INSTRUMENT_TYPE,Security Master,Character
RK706,VOL_DELTA,Security Master,Character
RK707,VOL_MATURITY,Security Master,Character
RK898,1M_CALL_IMP_VOL_90DELTA_DFLT,Derived Data,Real
RK899,1M_CALL_IMP_VOL_75DELTA_DFLT,Derived Data,Real
RK900,1M_CALL_IMP_VOL_60DELTA_DFLT,Derived Data,Real
RK901,1M_CALL_IMP_VOL_50DELTA_DFLT,Derived Data,Real
RK902,1M_CALL_IMP_VOL_40DELTA_DFLT,Derived Data,Real
RK903,1M_CALL_IMP_VOL_25DELTA_DFLT,Derived Data,Real
RK904,1M_CALL_IMP_VOL_10DELTA_DFLT,Derived Data,Real
RK905,1M_PUT_IMP_VOL_90DELTA_DFLT,Derived Data,Real
RK906,1M_PUT_IMP_VOL_75DELTA_DFLT,Derived Data,Real
RK907,1M_PUT_IMP_VOL_60DELTA_DFLT,Derived Data,Real
RK908,1M_PUT_IMP_VOL_50DELTA_DFLT,Derived Data,Real
RK909,1M_PUT_IMP_VOL_40DELTA_DFLT,Derived Data,Real
RK910,1M_PUT_IMP_VOL_25DELTA_DFLT,Derived Data,Real
RK911,1M_PUT_IMP_VOL_10DELTA_DFLT,Derived Data,Real
RK912,1M_CALL_IMP_VOL_90DELTA_VG,Derived Data,Real
RK913,1M_CALL_IMP_VOL_75DELTA_VG,Derived Data,Real
RK914,1M_CALL_IMP_VOL_60DELTA_VG,Derived Data,Real
RK915,1M_CALL_IMP_VOL_50DELTA_VG,Derived Data,Real
RK916,1M_CALL_IMP_VOL_40DELTA_VG,Derived Data,Real
RK917,1M_CALL_IMP_VOL_25DELTA_VG,Derived Data,Real
RK918,1M_CALL_IMP_VOL_10DELTA_VG,Derived Data,Real
RK919,1M_CALL_THEORETICAL_VOL_VG,Derived Data,Real
RK920,1M_CALL_SKEWNESS_VG,Derived Data,Real
RK921,1M_CALL_KURTOSIS_VG,Derived Data,Real
RK922,1M_PUT_IMP_VOL_90DELTA_VG,Derived Data,Real
RK923,1M_PUT_IMP_VOL_75DELTA_VG,Derived Data,Real
RK924,1M_PUT_IMP_VOL_60DELTA_VG,Derived Data,Real
RK925,1M_PUT_IMP_VOL_50DELTA_VG,Derived Data,Real
RK926,1M_PUT_IMP_VOL_40DELTA_VG,Derived Data,Real
RK927,1M_PUT_IMP_VOL_25DELTA_VG,Derived Data,Real
RK928,1M_PUT_IMP_VOL_10DELTA_VG,Derived Data,Real
RK929,1M_PUT_THEORETICAL_VOL_VG,Derived Data,Real
RK930,1M_PUT_SKEWNESS_VG,Derived Data,Real
RK931,1M_PUT_KURTOSIS_VG,Derived Data,Real
RK932,2M_CALL_IMP_VOL_90DELTA_DFLT,Derived Data,Real
RK933,2M_CALL_IMP_VOL_75DELTA_DFLT,Derived Data,Real
RK934,2M_CALL_IMP_VOL_60DELTA_DFLT,Derived Data,Real
RK935,2M_CALL_IMP_VOL_50DELTA_DFLT,Derived Data,Real
RK936,2M_CALL_IMP_VOL_40DELTA_DFLT,Derived Data,Real
RK937,2M_CALL_IMP_VOL_25DELTA_DFLT,Derived Data,Real
RK938,2M_CALL_IMP_VOL_10DELTA_DFLT,Derived Data,Real
RK939,2M_PUT_IMP_VOL_90DELTA_DFLT,Derived Data,Real
RK940,2M_PUT_IMP_VOL_75DELTA_DFLT,Derived Data,Real
RK941,2M_PUT_IMP_VOL_60DELTA_DFLT,Derived Data,Real
RK942,2M_PUT_IMP_VOL_50DELTA_DFLT,Derived Data,Real
RK943,2M_PUT_IMP_VOL_40DELTA_DFLT,Derived Data,Real
RK944,2M_PUT_IMP_VOL_25DELTA_DFLT,Derived Data,Real
RK945,2M_PUT_IMP_VOL_10DELTA_DFLT,Derived Data,Real
RK946,2M_CALL_IMP_VOL_90DELTA_VG,Derived Data,Real
RK947,2M_CALL_IMP_VOL_75DELTA_VG,Derived Data,Real
RK948,2M_CALL_IMP_VOL_60DELTA_VG,Derived Data,Real
RK949,2M_CALL_IMP_VOL_50DELTA_VG,Derived Data,Real
RK950,2M_CALL_IMP_VOL_40DELTA_VG,Derived Data,Real
RK951,2M_CALL_IMP_VOL_25DELTA_VG,Derived Data,Real
RK952,2M_CALL_IMP_VOL_10DELTA_VG,Derived Data,Real
RK953,2M_CALL_THEORETICAL_VOL_VG,Derived Data,Real
RK954,2M_CALL_SKEWNESS_VG,Derived Data,Real
RK955,2M_CALL_KURTOSIS_VG,Derived Data,Real
RK956,2M_PUT_IMP_VOL_90DELTA_VG,Derived Data,Real
RK957,2M_PUT_IMP_VOL_75DELTA_VG,Derived Data,Real
RK958,2M_PUT_IMP_VOL_60DELTA_VG,Derived Data,Real
RK959,2M_PUT_IMP_VOL_50DELTA_VG,Derived Data,Real
RK960,2M_PUT_IMP_VOL_40DELTA_VG,Derived Data,Real
RK961,2M_PUT_IMP_VOL_25DELTA_VG,Derived Data,Real
RK962,2M_PUT_IMP_VOL_10DELTA_VG,Derived Data,Real
RK963,2M_PUT_THEORETICAL_VOL_VG,Derived Data,Real
RK964,2M_PUT_SKEWNESS_VG,Derived Data,Real
RK965,2M_PUT_KURTOSIS_VG,Derived Data,Real
RK966,LEAP_CALL_IMP_VOL_90DELTA_DFLT,Derived Data,Real
RK967,LEAP_CALL_IMP_VOL_75DELTA_DFLT,Derived Data,Real
RK968,LEAP_CALL_IMP_VOL_60DELTA_DFLT,Derived Data,Real
RK969,LEAP_CALL_IMP_VOL_50DELTA_DFLT,Derived Data,Real
RK970,LEAP_CALL_IMP_VOL_40DELTA_DFLT,Derived Data,Real
RK971,LEAP_CALL_IMP_VOL_25DELTA_DFLT,Derived Data,Real
RK972,LEAP_CALL_IMP_VOL_10DELTA_DFLT,Derived Data,Real
RK973,LEAP_PUT_IMP_VOL_90DELTA_DFLT,Derived Data,Real
RK974,LEAP_PUT_IMP_VOL_75DELTA_DFLT,Derived Data,Real
RK975,LEAP_PUT_IMP_VOL_60DELTA_DFLT,Derived Data,Real
RK976,LEAP_PUT_IMP_VOL_50DELTA_DFLT,Derived Data,Real
RK977,LEAP_PUT_IMP_VOL_40DELTA_DFLT,Derived Data,Real
RK978,LEAP_PUT_IMP_VOL_25DELTA_DFLT,Derived Data,Real
RK979,LEAP_PUT_IMP_VOL_10DELTA_DFLT,Derived Data,Real
RK980,LEAP_CALL_IMP_VOL_90DELTA_VG,Derived Data,Real
RK981,LEAP_CALL_IMP_VOL_75DELTA_VG,Derived Data,Real
RK982,LEAP_CALL_IMP_VOL_60DELTA_VG,Derived Data,Real
RK983,LEAP_CALL_IMP_VOL_50DELTA_VG,Derived Data,Real
RK984,LEAP_CALL_IMP_VOL_40DELTA_VG,Derived Data,Real
RK985,LEAP_CALL_IMP_VOL_25DELTA_VG,Derived Data,Real
RK986,LEAP_CALL_IMP_VOL_10DELTA_VG,Derived Data,Real
RK987,LEAP_CALL_THEORETICAL_VOL_VG,Derived Data,Real
RK988,LEAP_CALL_SKEWNESS_VG,Derived Data,Real
RK989,LEAP_CALL_KURTOSIS_VG,Derived Data,Real
RK990,LEAP_PUT_IMP_VOL_90DELTA_VG,Derived Data,Real
RK991,LEAP_PUT_IMP_VOL_75DELTA_VG,Derived Data,Real
RK992,LEAP_PUT_IMP_VOL_60DELTA_VG,Derived Data,Real
RK993,LEAP_PUT_IMP_VOL_50DELTA_VG,Derived Data,Real
RK994,LEAP_PUT_IMP_VOL_40DELTA_VG,Derived Data,Real
RK995,LEAP_PUT_IMP_VOL_25DELTA_VG,Derived Data,Real
RK996,LEAP_PUT_IMP_VOL_10DELTA_VG,Derived Data,Real
RK997,LEAP_PUT_THEORETICAL_VOL_VG,Derived Data,Real
RK998,LEAP_PUT_SKEWNESS_VG,Derived Data,Real
RK999,LEAP_PUT_KURTOSIS_VG,Derived Data,Real
RN001,RTG_GCR_SECURED,Security Master,Character
RN002,RTG_GCR_SECURED_DT,Security Master,Date
RN003,RTG_GCR_SECURED_WATCH,Security Master,Character
RN004,RTG_GCR_LC_SECURED,Security Master,Character
RN005,RTG_GCR_LC_SECURED_DT,Security Master,Date
RN006,RTG_GCR_LC_SECURED_WATCH,Security Master,Character
RN007,RTG_GCR_FC_SECURED,Security Master,Character
RN008,RTG_GCR_FC_SECURED_DT,Security Master,Date
RN009,RTG_GCR_FC_SECURED_WATCH,Security Master,Character
RN010,RTG_GCR_SR_UNSECURED,Security Master,Character
RN011,RTG_GCR_SR_UNSECURED_DT,Security Master,Date
RN012,RTG_GCR_SR_UNSECURED_WATCH,Security Master,Character
RN013,RTG_GCR_LC_SR_UNSECURED,Security Master,Character
RN014,RTG_GCR_LC_SR_UNSECURED_DT,Security Master,Date
RN015,RTG_GCR_LC_SR_UNSECURED_WATCH,Security Master,Character
RN016,RTG_GCR_FC_SR_UNSECURED,Security Master,Character
RN017,RTG_GCR_FC_SR_UNSECURED_DT,Security Master,Date
RN018,RTG_GCR_FC_SR_UNSECURED_WATCH,Security Master,Character
RN019,RTG_GCR_SUBORDINATED,Security Master,Character
RN020,RTG_GCR_SUBORDINATED_DT,Security Master,Date
RN021,RTG_GCR_SUBORDINATED_WATCH,Security Master,Character
RN022,RTG_GCR_LC_SUBORDINATED,Security Master,Character
RN023,RTG_GCR_LC_SUBORDINATED_DT,Security Master,Date
RN024,RTG_GCR_LC_SUBORDINATED_WATCH,Security Master,Character
RN025,RTG_GCR_FC_SUBORDINATED,Security Master,Character
RN026,RTG_GCR_FC_SUBORDINATED_DT,Security Master,Date
RN027,RTG_GCR_FC_SUBORDINATED_WATCH,Security Master,Character
RN028,RTG_GCR_ISSUER,Security Master,Character
RN029,RTG_GCR_ISSUER_DT,Security Master,Date
RN030,RTG_GCR_ISSUER_WATCH,Security Master,Character
RN031,RTG_GCR_LC_ISSUER,Security Master,Character
RN032,RTG_GCR_LC_ISSUER_DT,Security Master,Date
RN033,RTG_GCR_LC_ISSUER_WATCH,Security Master,Character
RN034,RTG_GCR_FC_ISSUER,Security Master,Character
RN035,RTG_GCR_FC_ISSUER_DT,Security Master,Date
RN036,RTG_GCR_FC_ISSUER_WATCH,Security Master,Character
RN037,RTG_GCR_CLMS_PAYNG_ABILITY,Security Master,Character
RN038,RTG_GCR_CLMS_PAYNG_ABILITY_DT,Security Master,Date
RN039,RTG_GCR_CLMS_PAYNG_ABILITY_WTCH,Security Master,Character
RN040,RTG_GCR_LC_CLMS_PAYNG_ABILITY,Security Master,Character
RN041,RTG_GCR_LC_CLMS_PAYNG_ABILITY_DT,Security Master,Date
RN042,RTG_GCR_LC_CLMS_PAYNG_ABILITY_WT,Security Master,Character
RN043,RTG_GCR_FC_CLMS_PAYNG_ABILITY,Security Master,Character
RN044,RTG_GCR_FC_CLMS_PAYNG_ABILITY_DT,Security Master,Date
RN045,RTG_GCR_FC_CLMS_PAYNG_ABILITY_WT,Security Master,Character
RN046,RTG_GCR_COMMERCIAL_PAPER,Security Master,Character
RN047,RTG_GCR_COMMERCIAL_PAPER_DT,Security Master,Date
RN048,RTG_GCR_COMMERCIAL_PAPER_WATCH,Security Master,Character
RN049,RTG_GCR_LC_COMMERCIAL_PAPER,Security Master,Character
RN050,RTG_GCR_LC_COMMERCIAL_PAPER_DT,Security Master,Date
RN051,RTG_GCR_LC_COMMERCIAL_PAPER_WTCH,Security Master,Character
RN052,RTG_GCR_FC_COMMERCIAL_PAPER,Security Master,Character
RN053,RTG_GCR_FC_COMMERCIAL_PAPER_DT,Security Master,Date
RN054,RTG_GCR_FC_COMMERCIAL_PAPER_WTCH,Security Master,Character
RN055,RTG_GCR_OUTLOOK,Security Master,Character
RN056,RTG_GCR_OUTLOOK_DT,Security Master,Date
RN057,RTG_GCR_LT_FC_OUTLOOK,Security Master,Character
RN058,RTG_GCR_LT_FC_OUTLOOK_DT,Security Master,Date
RN059,RTG_GCR_ST_FC_OUTLOOK,Security Master,Character
RN060,RTG_GCR_ST_FC_OUTLOOK_DT,Security Master,Date
RN061,RTG_GCR_LT_LC_OUTLOOK,Security Master,Character
RN062,RTG_GCR_LT_LC_OUTLOOK_DT,Security Master,Date
RN063,RTG_GCR_ST_LC_OUTLOOK,Security Master,Character
RN064,RTG_GCR_ST_LC_OUTLOOK_DT,Security Master,Date
RN065,RTG_GCR_LT_OUTLOOK,Security Master,Character
RN066,RTG_GCR_LT_OUTLOOK_DT,Security Master,Date
RN067,RTG_GCR_ST_OUTLOOK,Security Master,Character
RN068,RTG_GCR_ST_OUTLOOK_DT,Security Master,Date
RN069,RTG_RUSRATING_BOND,Security Master,Character
RN070,RTG_RUSRATING_BOND_RTG_DT,Security Master,Date
RN071,RTG_RUSRATING_ISS_CRDT,Security Master,Character
RN072,RTG_RUSRATING_ISS_CRDT_RTG_DT,Security Master,Date
RN073,RTG_RUSRATING_OUTLOOK_RTG,Security Master,Character
RN074,RTG_RUSRATING_OUTLOOK_RTG_DT,Security Master,Date
RN075,RTG_RUSRATING,Security Master,Character
RN076,RTG_RUSRATING_DT,Security Master,Date
RN077,RTG_GCR,Security Master,Character
RN078,RTG_GCR_EFF_DT,Security Master,Date
RN079,RTG_GCR_WATCH,Security Master,Character
RN080,RTG_ICRA_ST_STRUCT_OBLIG,Security Master,Character
RN081,RTG_DAGONG_ST_LOCAL_CRNCY_ISSUER,Security Master,Character
RN082,RTG_DAGONG_ST_LC_ISSUER_DT,Security Master,Date
RN083,RTG_DAGONG_ST_LC_ISSUER_WATCH,Security Master,Character
RN084,RTG_DAGONG_ST_FC_ISSUER,Security Master,Character
RN085,RTG_DAGONG_ST_FC_ISSUER_DT,Security Master,Date
RN086,RTG_DAGONG_ST_FC_ISSUER_WATCH,Security Master,Character
RN087,RTG_DAGONG_SHORT_TERM,Security Master,Character
RN088,RTG_DAGONG_SHORT_TERM_DT,Security Master,Date
RN089,RTG_DAGONG_SHORT_TERM_WATCH,Security Master,Character
RN090,RTG_DAGONG_LT_LOCAL_CRNCY_ISSUER,Security Master,Character
